Chrom	Start	End	Length	Treatment.cnt	Control.cnt	Event	logFC	pval	padj	winSta	winEnd	winFC	winP	winQ
chr1	184212101	184213100	1000	181.62;219.15;198.10	153.83;177.89;166.31	Up	0.27	6.99118726491591e-08	1.38545930209707e-05	184212101	184213100	0.27	6.99118726491591e-08	6.39207492579e-06
chr1	184270701	184272000	1300	202.28;203.71;188.98	169.81;153.33;176.20	Up	0.25	7.87171866249283e-09	3.83888206471586e-06	184271001	184272000	0.29	4.74909722989683e-07	2.55452089698529e-05
chr1	187186901	187187900	1000	145.73;175.93;159.00	127.19;125.05;134.85	Up	0.31	3.28395615372016e-05	0.00109601044298776	187186901	187187900	0.31	3.28395615372016e-05	0.000738008117063382
chr1	190830601	190831800	1200	201.20;236.12;224.16	183.13;205.44;186.09	Up	0.20	1.61380506450726e-05	0.000657879706316552	190830601	190831600	0.18	2.28315102287788e-08	3.17327345857571e-06
chr1	191167101	191168200	1100	144.64;141.98;157.70	120.54;116.12;124.96	Up	0.30	1.222710867551e-05	0.000534200830297756	191167101	191168100	0.31	2.9997541418378e-05	0.000692074535633671
chr1	192751101	192752500	1400	27.19;12.35;32.58	57.27;51.36;58.43	Down	-1.21	1.46974429832835e-06	0.000121991722140609	192751401	192752400	-1.54	4.93938728316315e-08	4.99034324088253e-06
chr1	192849401	192850600	1200	200.11;165.13;170.73	143.18;143.66;147.44	Up	0.30	0.0527282703954064	0.979766488666192	192849601	192850600	0.41	1.35932770604764e-07	1.04260435053854e-05
chr1	193541801	193542900	1100	184.88;294.77;218.95	143.18;144.40;172.61	Up	0.60	4.81051110265289e-06	0.0002748162053099	193541801	193542800	0.67	8.42352896868124e-06	0.000244660394687826
chr1	193544101	193545900	1800	18.49;13.89;13.03	43.95;50.61;38.66	Down	-1.55	1.08209387297025e-07	1.9072764780264e-05	193544901	193545900	-2.53	7.76373726329037e-09	2.03850902439871e-06
chr1	194681001	194682300	1300	170.74;240.75;213.74	143.84;145.89;160.92	Up	0.47	4.46014885901994e-05	0.0013478584784525	194681101	194682100	0.50	3.61749195047301e-05	0.000796964263854741
chr1	194860601	194862000	1400	130.51;94.14;102.96	143.18;160.03;140.24	Down	-0.44	0.0401297165439539	0.751058562954127	194861001	194862000	-0.43	6.15166963569356e-09	1.89024525023298e-06
chr1	196446001	196447100	1100	196.85;183.65;198.10	180.47;168.96;172.61	Up	0.15	0.255721794699622	1	196446101	196447100	0.15	8.83901940763808e-09	2.09196860471745e-06
chr1	196449801	196450800	1000	18.49;9.26;9.12	29.30;32.75;26.07	Down	-1.26	9.43697685411414e-05	0.00213097679651517	196449801	196450800	-1.26	9.43697685411414e-05	0.00166111647829877
chr1	196803801	196805000	1200	29.36;20.06;20.85	47.95;55.08;48.55	Down	-1.11	2.255196018857e-06	0.000159123864921668	196803801	196804800	-1.03	3.01088977685853e-05	0.000692900144138518
chr1	197067701	197068700	1000	154.43;148.15;140.75	111.88;130.26;124.06	Up	0.28	5.992841316295e-06	0.000320686694623135	197067701	197068700	0.28	5.992841316295e-06	0.000186625189201734
chr2	4571701	4572800	1100	27.19;12.35;27.37	46.62;49.87;44.05	Down	-1.07	5.26547475376827e-05	0.00150611487121253	4571801	4572800	-1.05	9.22417826515132e-05	0.00163026695275568
chr2	4638201	4639700	1500	171.83;225.32;173.34	133.19;124.30;134.85	Up	0.54	2.06510236934644e-05	0.000788317142245077	4638501	4639500	0.66	5.41990077839468e-07	2.76454988226048e-05
chr2	4802401	4803900	1500	213.16;274.70;291.94	178.47;186.83;191.49	Up	0.49	8.04718237052426e-06	0.00039119506974457	4802601	4803600	0.58	9.14660108730826e-07	3.96684736999092e-05
chr2	5635001	5636000	1000	147.91;145.07;170.73	123.86;133.98;133.05	Up	0.25	1.42367917331941e-05	0.00059742597771574	5635001	5636000	0.25	1.42367917331941e-05	0.000376538595150342
chr2	6243401	6244900	1500	194.67;262.36;190.28	143.84;158.54;166.31	Up	0.47	3.42673905486766e-05	0.00112572149637477	6243801	6244800	0.69	4.31427704338341e-07	2.40496267271674e-05
chr2	6793001	6794000	1000	167.48;196.00;182.46	121.20;120.58;143.84	Up	0.50	9.56118096287618e-06	0.000441477138372804	6793001	6794000	0.50	9.56118096287618e-06	0.000269621779933567
chr2	6804801	6805900	1100	33.71;12.35;15.64	43.29;47.64;40.45	Down	-1.09	5.86755349262154e-05	0.00160622822575941	6804901	6805900	-1.10	6.77665019123395e-05	0.00129522518514318
chr2	7316301	7317900	1600	27.19;9.26;16.94	47.28;61.04;43.15	Down	-1.50	0.00011263773657472	0.00246968225169494	7316601	7317600	-1.61	4.52594851130635e-06	0.000147602941292351
chr2	10000601	10001600	1000	34.80;20.06;19.55	54.61;55.82;51.24	Down	-1.12	6.07487005103505e-06	0.000323821065345907	10000601	10001600	-1.12	6.07487005103505e-06	0.000188612419620517
chr2	11421801	11422800	1000	23.93;12.35;23.46	47.95;48.38;37.76	Down	-1.17	3.05865796910781e-05	0.00104817825554065	11421801	11422800	-1.17	3.05865796910781e-05	0.000699363968514707
chr2	13977001	13978000	1000	196.85;226.86;217.65	175.14;163.75;191.49	Up	0.27	7.94349071405747e-06	0.000389814571557858	13977001	13978000	0.27	7.94349071405747e-06	0.000233833332192489
chr2	18508401	18510300	1900	39.15;20.06;23.46	69.26;64.01;57.54	Down	-1.21	3.41717073629352e-07	4.31501151084771e-05	18509301	18510300	-1.78	1.44973451426074e-05	0.000381238756264452
chr2	18598701	18599700	1000	158.78;183.65;157.70	125.86;126.54;128.56	Up	0.39	7.38838555987703e-06	0.00036957989507124	18598701	18599700	0.39	7.38838555987703e-06	0.000221266921994929
chr2	18919101	18920300	1200	237.08;222.23;204.62	186.46;186.83;201.38	Up	0.21	1.89754812212866e-06	0.000140789876688949	18919301	18920300	0.18	2.26501174969046e-08	3.17327345857571e-06
chr2	19579401	19580400	1000	208.81;262.36;267.17	179.14;168.22;189.69	Up	0.46	8.61621647976061e-05	0.00202624314619323	19579401	19580400	0.46	8.61621647976061e-05	0.00155315942032116
chr2	20889701	20891600	1900	268.62;368.84;294.54	221.09;230.00;245.43	Up	0.42	1.29993907928306e-05	0.00055678259344101	20890601	20891600	0.33	2.23949186578244e-07	1.51945942772132e-05
chr2	21127001	21128800	1800	60.90;49.38;45.61	88.57;99.74;85.40	Down	-0.81	3.71888759843135e-06	0.000227664962578962	21127701	21128700	-2.05	7.37434526186089e-08	6.5987578211494e-06
chr2	21292601	21293600	1000	9.79;3.09;3.91	19.98;18.61;19.78	Down	-1.80	1.4173635613887e-05	0.000596589064894281	21292601	21293600	-1.80	1.4173635613887e-05	0.000375587741430565
chr2	22479401	22480600	1200	14.14;12.35;18.25	34.63;29.77;37.76	Down	-1.19	4.17601810339393e-05	0.0012903055078154	22479601	22480600	-1.79	3.07280464454254e-06	0.000106769649972872
chr2	22923101	22924100	1000	61.99;47.84;29.98	82.58;78.90;82.71	Down	-0.80	9.78549937774928e-05	0.00218135529186017	22923101	22924100	-0.80	9.78549937774928e-05	0.00171083078610223
chr2	23010901	23012700	1800	129.42;61.73;104.26	166.48;157.05;146.54	Down	-0.67	2.63243416774514e-06	0.000177863227340405	23011501	23012500	-0.76	6.94910301666429e-07	3.21944014255259e-05
chr2	25171901	25173900	2000	195.76;52.47;100.35	216.43;220.32;214.86	Down	-0.90	9.39309287899291e-07	9.00562779773446e-05	25171901	25172900	-1.12	5.10955684715494e-07	2.66533533369601e-05
chr2	25435901	25436900	1000	25.01;23.15;31.28	48.61;58.06;48.55	Down	-0.97	1.65722941586118e-05	0.000666964061408733	25435901	25436900	-0.97	1.65722941586118e-05	0.000425537061042394
chr2	25837701	25838700	1000	204.46;228.41;199.40	163.16;185.34;190.59	Up	0.23	6.34174170933956e-06	0.00033489702634551	25837701	25838700	0.23	6.34174170933956e-06	0.00019557874766748
chr2	26153601	26154600	1000	33.71;13.89;31.28	47.95;58.80;53.04	Down	-1.02	5.42337556240895e-05	0.0015385299249579	26153601	26154600	-1.02	5.42337556240895e-05	0.0010941323382555
chr2	26234801	26235800	1000	7.61;3.09;10.43	24.64;18.61;21.58	Down	-1.62	1.66305412576318e-05	0.000668092878572834	26234801	26235800	-1.62	1.66305412576318e-05	0.000426503874804082
chr2	26244501	26245500	1000	167.48;197.54;174.64	168.48;162.26;168.11	Up	0.11	1.79445476644824e-07	2.73042457795264e-05	26244501	26245500	0.11	1.79445476644824e-07	1.29032513049919e-05
chr2	27330501	27331500	1000	142.47;166.67;162.91	119.87;128.02;121.36	Up	0.35	1.70082297622757e-07	2.66835931929521e-05	27330501	27331500	0.35	1.70082297622757e-07	1.24022334558792e-05
chr2	27370201	27371800	1600	227.30;199.08;235.89	196.45;210.65;202.27	Up	0.12	1	1	27370201	27371200	0.16	7.03093382222471e-09	1.94138144699269e-06
chr2	27740901	27741900	1000	19.58;30.87;32.58	11.32;12.65;10.79	Up	1.26	3.62524635522447e-05	0.00117192339595033	27740901	27741900	1.26	3.62524635522447e-05	0.000798248025203015
chr2	28301501	28303200	1700	128.33;203.71;203.31	131.86;123.56;134.85	Up	0.46	0.000155235012111087	0.0033504553056889	28302101	28303100	0.61	9.40090339992823e-07	4.04860230193566e-05
chr2	28980301	28981300	1000	183.80;192.91;185.07	146.51;155.56;161.82	Up	0.28	2.15419178436012e-06	0.000154382686588745	28980301	28981300	0.28	2.15419178436012e-06	7.89578011722366e-05
chr2	29107901	29109100	1200	146.82;226.86;188.98	121.87;131.75;142.04	Up	0.51	3.04631401537287e-06	0.000197762122082623	29108101	29109100	0.55	2.9024495423357e-06	0.000101617629031665
chr2	29644101	29645100	1000	8.70;6.17;11.73	26.64;20.10;29.67	Down	-1.52	9.21267707244281e-05	0.00210116001644513	29644101	29645100	-1.52	9.21267707244281e-05	0.00162925131932723
chr2	29921501	29923400	1900	274.06;418.23;307.57	229.75;247.12;211.26	Up	0.54	1.31493981770159e-06	0.000114726414138546	29921801	29922800	0.75	5.69230489117924e-07	2.84738990317466e-05
chr2	30060201	30061200	1000	53.29;21.61;28.67	65.93;64.76;60.23	Down	-0.88	5.13512931591723e-05	0.00148213788157951	30060201	30061200	-0.88	5.13512931591723e-05	0.00104720229446903
chr2	30093301	30094300	1000	147.91;162.04;162.91	129.19;116.86;131.25	Up	0.33	3.08158971945208e-05	0.00105134500000219	30093301	30094300	0.33	3.08158971945208e-05	0.000702203104148171
chr2	30141001	30142000	1000	121.81;121.92;127.72	141.85;147.38;138.45	Down	-0.20	7.91127335811892e-05	0.00192757256198554	30141001	30142000	-0.20	7.91127335811892e-05	0.00145638815794463
chr2	30270401	30271700	1300	210.98;199.08;224.16	177.14;206.18;182.50	Up	0.16	0.0487099474148208	0.908360469170216	30270501	30271500	0.22	4.14144506224765e-08	4.45533432696554e-06
chr2	30327801	30329500	1700	299.07;321.00;276.30	227.75;235.95;242.73	Up	0.34	4.64273293783441e-08	1.04506909140884e-05	30328501	30329500	0.26	1.00227737564728e-08	2.16183631603539e-06
chr2	30663101	30664100	1000	109.84;106.49;95.14	136.52;148.87;133.95	Down	-0.43	1.76641369543264e-10	4.87742149582862e-07	30663101	30664100	-0.43	1.76641369543264e-10	3.04838843489289e-07
chr2	30837001	30838000	1000	130.51;106.49;121.21	141.85;154.08;135.75	Down	-0.27	8.81809233438352e-05	0.00204662420001854	30837001	30838000	-0.27	8.81809233438352e-05	0.00157771444382723
chr2	31101001	31102300	1300	200.11;293.22;250.23	186.46;189.06;171.71	Up	0.44	8.46117056921481e-05	0.00200483273819073	31101101	31102100	0.53	1.60631272517704e-06	6.3002140578961e-05
chr2	32286701	32287800	1100	13.05;4.63;7.82	21.98;24.56;27.87	Down	-1.54	2.35337655516249e-05	0.000866419112548622	32286701	32287700	-1.54	2.35337655516249e-05	0.000568350729805947
chr2	32390501	32391700	1200	196.85;206.80;220.25	172.48;185.34;177.10	Up	0.22	0.012454617022608	0.236626297175403	32390701	32391700	0.21	5.17669042336621e-09	1.79662664011775e-06
chr2	32480701	32481800	1100	80.48;60.19;67.77	108.55;122.07;107.88	Down	-0.70	7.21428472373796e-06	0.000365656167086792	32480801	32481800	-0.68	1.81004702361481e-05	0.000457962905461687
chr2	32700801	32701800	1000	23.93;18.52;23.46	42.62;47.64;41.35	Down	-1.00	7.28816841710907e-05	0.00182835469109523	32700801	32701800	-1.00	7.28816841710907e-05	0.00136650683340798
chr2	32822001	32823200	1200	137.03;95.68;112.08	153.83;166.73;169.91	Down	-0.51	0.00447237923681656	0.0865189179030678	32822101	32823100	-0.51	3.58989813478609e-09	1.69109889493484e-06
chr2	33286001	33287400	1400	215.33;234.58;233.29	205.78;206.18;205.87	Up	0.15	1	1	33286401	33287400	0.28	1.18498965771035e-08	2.2410913992259e-06
chr2	33742201	33743400	1200	212.07;222.23;239.80	189.13;186.08;200.48	Up	0.23	1.07195612803438e-06	9.84440774078227e-05	33742301	33743300	0.28	5.29210609141836e-09	1.79662664011775e-06
chr2	34226701	34228700	2000	374.12;427.49;370.13	254.39;276.15;278.69	Up	0.53	1.50132758417968e-08	5.22537696483645e-06	34227101	34228100	0.70	1.47550238418513e-10	2.89637239269511e-07
chr2	35903201	35904400	1200	16.31;4.63;6.52	32.63;28.28;33.26	Down	-1.78	2.804167553436e-07	3.7225324271863e-05	35903401	35904400	-1.76	3.24392974193102e-07	1.99342851708159e-05
chr2	37308201	37309200	1000	19.58;9.26;14.34	32.63;34.24;35.96	Down	-1.25	3.29837307015301e-05	0.00109816732973953	37308201	37309200	-1.25	3.29837307015301e-05	0.000740043422641372
chr2	44964301	44965600	1300	91.35;106.49;100.35	60.60;60.29;69.22	Up	0.65	3.34146609641242e-05	0.00110628971048129	44964501	44965500	0.74	2.84470346396982e-06	9.98490915853406e-05
chr2	48670401	48671500	1100	38.06;16.98;20.85	57.27;49.13;48.55	Down	-1.03	2.46178530142267e-05	0.00089159971633248	48670501	48671500	-1.21	3.85420973859642e-06	0.000128840725547366
chr2	49643101	49644200	1100	97.88;104.94;117.30	65.93;75.18;66.53	Up	0.62	4.25269920626458e-05	0.00130087367596061	49643101	49644100	0.62	6.03214722533665e-05	0.00118744997043248
chr2	51928001	51929300	1300	158.78;183.65;190.28	139.18;142.91;145.64	Up	0.32	0.0919357155578974	1	51928301	51929300	0.37	2.60820885363316e-07	1.69444802468932e-05
chr2	52279601	52280700	1100	151.17;145.07;159.00	137.18;131.00;120.47	Up	0.23	0.335426380014653	1	52279601	52280600	0.30	2.99315084089565e-05	0.000692074535633671
chr2	52280601	52281600	1000	10.88;4.63;14.34	34.63;29.77;23.37	Down	-1.56	3.07719190467102e-05	0.00105134500000219	52280601	52281600	-1.56	3.07719190467102e-05	0.000702203104148171
chr2	52716501	52717500	1000	183.80;219.15;205.92	158.49;166.73;173.51	Up	0.29	2.17632916245727e-08	6.30344064689898e-06	52716501	52717500	0.29	2.17632916245727e-08	3.08695894694025e-06
chr2	55289301	55290500	1200	65.25;49.38;54.74	95.90;90.81;89.90	Down	-0.71	7.51802831949292e-05	0.00186233072330597	55289501	55290500	-0.78	1.91268008492914e-05	0.000477800867054254
chr2	56975701	56976700	1000	115.28;148.15;121.21	84.57;89.32;71.92	Up	0.65	2.25800263611433e-05	0.000840907263116734	56975701	56976700	0.65	2.25800263611433e-05	0.000548515854443303
chr2	57090101	57091200	1100	192.50;185.19;194.19	173.14;171.94;178.90	Up	0.13	0.3434004088657	1	57090101	57091100	0.16	1.42467796225577e-08	2.50030982375888e-06
chr2	58418701	58420100	1400	225.12;296.31;265.87	189.79;189.80;198.68	Up	0.45	4.22843612739569e-05	0.00129802658417163	58418801	58419800	0.41	2.50120007955387e-07	1.64959721170322e-05
chr2	58999001	59000300	1300	241.44;254.64;260.66	228.42;208.41;209.47	Up	0.23	0.259170297113893	1	58999301	59000300	0.13	4.04083192593015e-08	4.36979573650588e-06
chr2	59962101	59963900	1800	147.91;222.23;196.80	102.55;121.33;137.55	Up	0.65	0.000109106120579014	0.00239478394390123	59962301	59963300	0.79	1.62840286574188e-06	6.35675682311942e-05
chr2	60047201	60048200	1000	146.82;171.30;164.21	119.20;119.84;114.17	Up	0.45	8.47043224961163e-07	8.4536954919136e-05	60047201	60048200	0.45	8.47043224961163e-07	3.75217500443224e-05
chr2	60048701	60049700	1000	19.58;4.63;9.12	31.30;29.03;26.07	Down	-1.37	5.66262246569017e-05	0.00157788785854539	60048701	60049700	-1.37	5.66262246569017e-05	0.00113075626296722
chr2	60719001	60720500	1500	120.72;163.59;156.39	93.23;104.95;102.49	Up	0.55	9.57231588089433e-05	0.00214234293318465	60719301	60720300	0.68	1.11580381944598e-05	0.000306461290409904
chr2	61550301	61551300	1000	10.88;9.26;6.52	22.64;32.75;23.37	Down	-1.56	7.95193159341224e-05	0.00193127175145995	61550301	61551300	-1.56	7.95193159341224e-05	0.00146108630066105
chr2	63935001	63936200	1200	17.40;18.52;16.94	41.95;45.40;35.06	Down	-1.21	7.22361557570675e-06	0.000365656167086792	63935201	63936200	-1.24	1.89240939589291e-06	7.10605733083341e-05
chr2	63936101	63937300	1200	121.81;140.44;138.15	95.90;86.34;92.60	Up	0.54	0.000132234258951627	0.0028719866477496	63936301	63937300	0.55	1.48989743499591e-05	0.000389820416694002
chr2	65076101	65077300	1200	115.28;172.85;155.09	107.88;105.69;101.59	Up	0.49	0.000290199854165273	0.00607352074776011	65076201	65077200	0.55	3.22247886244414e-05	0.000727746071563313
chr2	65683601	65684600	1000	16.31;7.72;13.03	27.30;33.49;29.67	Down	-1.29	4.89125095360079e-05	0.00143474385266457	65683601	65684600	-1.29	4.89125095360079e-05	0.00100688783298329
chr2	67404201	67405200	1000	85.92;35.50;53.43	97.89;93.04;95.29	Down	-0.71	4.23225844974112e-05	0.00129802658417163	67404201	67405200	-0.71	4.23225844974112e-05	0.000898838500879481
chr2	68308501	68310700	2200	291.46;307.11;323.21	197.78;187.57;220.25	Up	0.61	1.88003836591316e-09	1.76278403638295e-06	68308801	68309800	0.71	1.30889366321646e-10	2.89637239269511e-07
chr2	68699001	68700000	1000	129.42;117.29;121.21	141.18;153.33;134.85	Down	-0.22	6.3831211313924e-05	0.00168558032116007	68699001	68700000	-0.22	6.3831211313924e-05	0.0012356727412704
chr2	70662601	70664700	2100	247.96;333.35;289.33	194.45;169.71;204.97	Up	0.61	4.04113500457133e-06	0.000242701557574116	70663501	70664500	0.92	6.9387918664283e-08	6.38581517875107e-06
chr2	71710801	71711800	1000	144.64;166.67;151.18	120.54;136.96;122.26	Up	0.28	5.1816586231293e-05	0.00148830746777233	71710801	71711800	0.28	5.1816586231293e-05	0.00105306151546992
chr2	71819601	71820600	1000	14.14;9.26;14.34	34.63;31.26;29.67	Down	-1.34	6.77753801963674e-06	0.000349579165251948	71819601	71820600	-1.34	6.77753801963674e-06	0.00020655781434681
chr2	72123101	72124700	1600	104.40;214.52;145.97	100.56;97.51;122.26	Up	0.54	0.000620607866525185	0.0125632143771946	72123101	72124100	0.67	1.18195459436149e-05	0.000322279100653483
chr2	72818101	72819100	1000	215.33;254.64;224.16	175.14;200.97;196.88	Up	0.28	5.91307629094028e-05	0.00161570445192795	72818101	72819100	0.28	5.91307629094028e-05	0.00116789601248529
chr2	73367201	73368200	1000	88.09;132.72;134.24	81.24;74.43;71.02	Up	0.65	7.03552992923219e-06	0.000358422605915054	73367201	73368200	0.65	7.03552992923219e-06	0.000212388905691646
chr2	73495101	73496200	1100	26.10;12.35;23.46	50.61;40.19;46.75	Down	-1.15	2.31959786416027e-05	0.000857795574444554	73495101	73496100	-1.13	4.8256325648693e-05	0.000995358812608351
chr2	73496601	73498200	1600	55.46;38.58;27.37	77.91;72.94;69.22	Down	-0.86	5.58608747173534e-05	0.00156751064298329	73496901	73497900	-1.29	7.0222816963608e-07	3.24970796983097e-05
chr2	74663901	74664900	1000	143.56;151.24;173.34	123.86;128.02;138.45	Up	0.26	6.80254164559431e-05	0.00176312684528927	74663901	74664900	0.26	6.80254164559431e-05	0.00129957412304993
chr2	77117601	77118900	1300	202.28;263.90;173.34	132.52;136.96;159.12	Up	0.58	3.96426138347094e-06	0.000239346615132069	77117801	77118800	0.58	6.78037534221584e-07	3.16606072067526e-05
chr2	77782801	77783900	1100	32.63;6.17;14.34	43.95;45.40;44.95	Down	-1.34	5.07453376828119e-06	0.000285456124251621	77782901	77783900	-1.33	5.35987690053055e-06	0.000170111403422356
chr2	78708601	78710600	2000	202.28;337.98;239.80	165.82;175.66;169.91	Up	0.61	1.0598870672343e-06	9.77692707142768e-05	78709001	78710000	0.77	2.49030116808394e-07	1.64765645015497e-05
chr2	80155401	80156500	1100	184.88;177.48;183.76	170.48;160.03;157.32	Up	0.16	9.24919944000223e-08	1.72460118841311e-05	80155501	80156500	0.18	4.21558608654932e-07	2.37825248501351e-05
chr2	83564701	83565700	1000	142.47;166.67;152.48	133.85;119.09;122.26	Up	0.30	8.83734998553153e-05	0.00204662420001854	83564701	83565700	0.30	8.83734998553153e-05	0.00157885255644712
chr2	84554801	84555800	1000	150.08;180.56;168.12	134.52;131.00;115.97	Up	0.39	1.1233611442179e-05	0.000498956114782286	84554801	84555800	0.39	1.1233611442179e-05	0.000307684107793703
chr2	84566201	84568200	2000	75.04;37.04;66.47	108.55;119.84;112.37	Down	-0.93	1.34956874132328e-06	0.000116208811077188	84566801	84567800	-1.01	2.64810177309583e-07	1.71245114419853e-05
